ano,campeonato,cod_categoria,data_jogo,estadio,estadio_UF,estadio_municipio,hora_jogo,id_campeonato,id_url,num_jogo,publicado,resultado,rodada,time_mandante,time_mandante_UF,time_visitante,time_visitante_UF,url_boletim,url_rdj,url_sumula
18/07/2021,Brasileiro Feminino - A2,167,2021-07-18,Cidade Vozão,CE,Itaitinga,15:00:00,1016,18/07/2021,114,sim,0 X 2  ,2,Ceará,CE,Cresspom,DF,"href=""https://conteudo.cbf.com.br/sumulas/2021/1671016114b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/1671016114rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/1671016114se.pdf"""
22/08/2021,Brasileiro Feminino - A2,167,2021-08-22,CFA  - Jarinú,SP,Jarinu,15:00:00,1016,22/08/2021,117,sim,2 X 0  ,2,Red Bull Bragantino,SP,A. A. Esmac,PA,"href=""https://conteudo.cbf.com.br/sumulas/2021/1671016117b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/1671016117rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/1671016117se.pdf"""
21/08/2021,Brasileiro Feminino - A2,167,2021-08-21,SESC Alterosas,MG,Belo Horizonte,10:30:00,1016,21/08/2021,118,sim,0 X 0  ,2,Atlético Mineiro,MG,Cresspom,DF,"href=""https://conteudo.cbf.com.br/sumulas/2021/1671016118b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/1671016118rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/1671016118se.pdf"""
07/09/2021,Brasileiro Feminino - A2,167,2021-09-07,Independência,MG,Belo Horizonte,11:00:00,1016,07/09/2021,120,sim,0 X 0  ,2,Atlético Mineiro,MG,Red Bull Bragantino,SP,"href=""https://conteudo.cbf.com.br/sumulas/2021/1671016120b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/1671016120rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/1671016120se.pdf"""
16/05/2021,Brasileiro Feminino - A2,167,2021-05-16,Carlos Zamith,AM,Manaus,16:00:00,1016,16/05/2021,1,sim,7 X 1  ,1,Iranduba,AM,Oratório,AP,"href=""https://conteudo.cbf.com.br/sumulas/2021/16710161b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/16710161rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/16710161se.pdf"""
15/05/2021,Brasileiro Feminino - A2,167,2021-05-15,Florestão,AC,Rio Branco,19:00:00,1016,15/05/2021,2,sim,1 X 4  ,1,Assermurb,AC,Real Ariquemes,RO,"href=""https://conteudo.cbf.com.br/sumulas/2021/16710162b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/16710162rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/16710162se.pdf"""
15/05/2021,Brasileiro Feminino - A2,167,2021-05-15,Modelão,PA,Castanhal,15:00:00,1016,15/05/2021,3,sim,9 X 0  ,1,A. A. Esmac,PA,São Raimundo,RR,"href=""https://conteudo.cbf.com.br/sumulas/2021/16710163b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/16710163rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/16710163se.pdf"""
16/05/2021,Brasileiro Feminino - A2,167,2021-05-16,Floro,AM,Itacoatiara,16:00:00,1016,16/05/2021,4,sim,2 X 4  ,1,Itacoatiara Futebol Clube,AM,Cefama,MA,"href=""https://conteudo.cbf.com.br/sumulas/2021/16710164b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/16710164rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/16710164se.pdf"""
16/05/2021,Brasileiro Feminino - A2,167,2021-05-16,Domingão,CE,Horizonte,15:00:00,1016,16/05/2021,5,sim,6 X 0  ,1,Fortaleza,CE,Tiradentes,PI,"href=""https://conteudo.cbf.com.br/sumulas/2021/16710165b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/16710165rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/16710165se.pdf"""
16/05/2021,Brasileiro Feminino - A2,167,2021-05-16,Manoel Barradas,BA,Salvador,15:00:00,1016,16/05/2021,6,sim,4 X 4  ,1,Vitória,BA,Paraíso Esporte Clube,TO,"href=""https://conteudo.cbf.com.br/sumulas/2021/16710166b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/16710166rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/16710166se.pdf"""
16/05/2021,Brasileiro Feminino - A2,167,2021-05-16,Cidade Vozão,CE,Itaitinga,15:00:00,1016,16/05/2021,7,sim,5 X 0  ,1,Ceará,CE,América,RN,"href=""https://conteudo.cbf.com.br/sumulas/2021/16710167b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/16710167rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/16710167se.pdf"""
15/05/2021,Brasileiro Feminino - A2,167,2021-05-15,Almeidão,PB,Joao Pessoa,15:00:00,1016,15/05/2021,8,sim,6 X 1  ,1,Botafogo,PB,Santos Dumont,SE,"href=""https://conteudo.cbf.com.br/sumulas/2021/16710168b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/16710168rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/16710168se.pdf"""
16/05/2021,Brasileiro Feminino - A2,167,2021-05-16,CT do Retrô,PE,Camaragibe,15:00:00,1016,16/05/2021,9,sim,0 X 3  ,1,Náutico,PE,Uda,AL,"href=""https://conteudo.cbf.com.br/sumulas/2021/16710169b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/16710169rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/16710169se.pdf"""
16/05/2021,Brasileiro Feminino - A2,167,2021-05-16,Laranjeiras,RJ,Rio de Janeiro,15:00:00,1016,16/05/2021,10,sim,8 X 3  ,1,Fluminense,RJ,Vila Nova F. C.,ES,"href=""https://conteudo.cbf.com.br/sumulas/2021/167101610b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101610rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101610se.pdf"""
16/05/2021,Brasileiro Feminino - A2,167,2021-05-16,CT do Retrô,PE,Camaragibe,19:30:00,1016,16/05/2021,11,sim,3 X 0  ,1,Sport,PE,Atlético,GO,"href=""https://conteudo.cbf.com.br/sumulas/2021/167101611b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101611rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101611se.pdf"""
16/05/2021,Brasileiro Feminino - A2,167,2021-05-16,CFA  - Jarinú,SP,Jarinu,15:00:00,1016,16/05/2021,12,sim,7 X 0  ,1,Red Bull Bragantino,SP,Criciúma,SC,"href=""https://conteudo.cbf.com.br/sumulas/2021/167101612b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101612rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101612se.pdf"""
16/05/2021,Brasileiro Feminino - A2,167,2021-05-16,Lomanto Júnior,BA,Vitoria da Conquista,15:00:00,1016,16/05/2021,13,sim,1 X 2  ,1,Juventude Conquista,BA,Mixto,MT,"href=""https://conteudo.cbf.com.br/sumulas/2021/167101613b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101613rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101613se.pdf"""
15/05/2021,Brasileiro Feminino - A2,167,2021-05-15,SESC Alterosas,MG,Belo Horizonte,14:00:00,1016,15/05/2021,14,sim,4 X 0  ,1,Atlético Mineiro,MG,Aliança,GO,"href=""https://conteudo.cbf.com.br/sumulas/2021/167101614b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101614rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101614se.pdf"""
16/05/2021,Brasileiro Feminino - A2,167,2021-05-16,Abadião,DF,Ceilândia,15:00:00,1016,16/05/2021,15,sim,7 X 2  ,1,Cresspom,DF,Serc,MS,"href=""https://conteudo.cbf.com.br/sumulas/2021/167101615b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101615rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101615se.pdf"""
16/05/2021,Brasileiro Feminino - A2,167,2021-05-16,Nivaldo Pereira,RJ,Nova Iguacu,15:00:00,1016,16/05/2021,16,sim,3 X 1  ,1,Vasco da Gama,RJ,America,MG,"href=""https://conteudo.cbf.com.br/sumulas/2021/167101616b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101616rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101616se.pdf"""
16/05/2021,Brasileiro Feminino - A2,167,2021-05-16,Moisés Lucarelli,SP,Campinas,15:00:00,1016,16/05/2021,17,sim,1 X 1  ,1,Ponte Preta,SP,Brasil de Farroupilha,RS,"href=""https://conteudo.cbf.com.br/sumulas/2021/167101617b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101617rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101617se.pdf"""
16/05/2021,Brasileiro Feminino - A2,167,2021-05-16,Arena Condá,SC,Chapeco,15:00:00,1016,16/05/2021,18,sim,1 X 2  ,1,Chapecoense,SC,Athletico Paranaense,PR,"href=""https://conteudo.cbf.com.br/sumulas/2021/167101618b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101618rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101618se.pdf"""
28/06/2021,Brasileiro Feminino - A2,167,2021-06-28,Floro,AM,Itacoatiara,16:00:00,1016,28/06/2021,91,sim,1 X 0  ,1,Itacoatiara Futebol Clube,AM,Red Bull Bragantino,SP,"href=""https://conteudo.cbf.com.br/sumulas/2021/167101691b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101691rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101691se.pdf"""
27/06/2021,Brasileiro Feminino - A2,167,2021-06-27,Estádio Universitário/UFAL,AL,Maceio,15:00:00,1016,27/06/2021,92,sim,0 X 4  ,1,Uda,AL,Athletico Paranaense,PR,"href=""https://conteudo.cbf.com.br/sumulas/2021/167101692b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101692rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101692se.pdf"""
27/06/2021,Brasileiro Feminino - A2,167,2021-06-27,Laranjeiras,RJ,Rio de Janeiro,15:00:00,1016,27/06/2021,93,sim,2 X 1  ,1,Fluminense,RJ,Real Ariquemes,RO,"href=""https://conteudo.cbf.com.br/sumulas/2021/167101693b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101693rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101693se.pdf"""
27/06/2021,Brasileiro Feminino - A2,167,2021-06-27,Abrão Manoel Costa,GO,Trindade,15:00:00,1016,27/06/2021,94,sim,0 X 1  ,1,Aliança,GO,A. A. Esmac,PA,"href=""https://conteudo.cbf.com.br/sumulas/2021/167101694b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101694rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101694se.pdf"""
27/06/2021,Brasileiro Feminino - A2,167,2021-06-27,SESC Alterosas,MG,Belo Horizonte,10:00:00,1016,27/06/2021,95,sim,2 X 0  ,1,America,MG,Vasco da Gama,RJ,"href=""https://conteudo.cbf.com.br/sumulas/2021/167101695b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101695rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101695se.pdf"""
27/06/2021,Brasileiro Feminino - A2,167,2021-06-27,Carlos Zamith,AM,Manaus,16:00:00,1016,27/06/2021,96,sim,0 X 2  ,1,Iranduba,AM,Atlético Mineiro,MG,"href=""https://conteudo.cbf.com.br/sumulas/2021/167101696b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101696rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101696se.pdf"""
27/06/2021,Brasileiro Feminino - A2,167,2021-06-27,Almeidão,PB,Joao Pessoa,16:00:00,1016,27/06/2021,97,sim,1 X 2  ,1,Botafogo,PB,Ceará,CE,"href=""https://conteudo.cbf.com.br/sumulas/2021/167101697b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101697rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101697se.pdf"""
27/06/2021,Brasileiro Feminino - A2,167,2021-06-27,Abadião,DF,Ceilândia,15:00:00,1016,27/06/2021,98,sim,0 X 0  ,1,Cresspom,DF,Fortaleza,CE,"href=""https://conteudo.cbf.com.br/sumulas/2021/167101698b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101698rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/167101698se.pdf"""
10/07/2021,Brasileiro Feminino - A2,167,2021-07-10,CAT do Cajú,PR,Curitiba,15:00:00,1016,10/07/2021,107,sim,4 X 2  ,1,Athletico Paranaense,PR,Red Bull Bragantino,SP,"href=""https://conteudo.cbf.com.br/sumulas/2021/1671016107b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/1671016107rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/1671016107se.pdf"""
11/07/2021,Brasileiro Feminino - A2,167,2021-07-11,Valerião,RO,Ariquemes,16:30:00,1016,11/07/2021,108,sim,1 X 1  ,1,Real Ariquemes,RO,A. A. Esmac,PA,"href=""https://conteudo.cbf.com.br/sumulas/2021/1671016108b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/1671016108rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/1671016108se.pdf"""
11/07/2021,Brasileiro Feminino - A2,167,2021-07-11,SESC Alterosas,MG,Belo Horizonte,15:00:00,1016,11/07/2021,109,sim,1 X 3  ,1,America,MG,Atlético Mineiro,MG,"href=""https://conteudo.cbf.com.br/sumulas/2021/1671016109b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/1671016109rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/1671016109se.pdf"""
11/07/2021,Brasileiro Feminino - A2,167,2021-07-11,Abadião,DF,Ceilândia,15:00:00,1016,11/07/2021,110,sim,0 X 0  ,1,Cresspom,DF,Ceará,CE,"href=""https://conteudo.cbf.com.br/sumulas/2021/1671016110b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/1671016110rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/1671016110se.pdf"""
15/08/2021,Brasileiro Feminino - A2,167,2021-08-15,Curuzu,PA,Belem,10:00:00,1016,15/08/2021,115,sim,1 X 1  ,1,A. A. Esmac,PA,Red Bull Bragantino,SP,"href=""https://conteudo.cbf.com.br/sumulas/2021/1671016115b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/1671016115rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/1671016115se.pdf"""
15/08/2021,Brasileiro Feminino - A2,167,2021-08-15,Abadião,DF,Ceilândia,15:00:00,1016,15/08/2021,116,sim,0 X 1  ,1,Cresspom,DF,Atlético Mineiro,MG,"href=""https://conteudo.cbf.com.br/sumulas/2021/1671016116b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/1671016116rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/1671016116se.pdf"""
30/08/2021,Brasileiro Feminino - A2,167,2021-08-30,Nabi Abi Chedid,SP,Braganca Paulista,17:00:00,1016,30/08/2021,119,sim,0 X 0  ,1,Red Bull Bragantino,SP,Atlético Mineiro,MG,"href=""https://conteudo.cbf.com.br/sumulas/2021/1671016119b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/1671016119rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/1671016119se.pdf"""
28/06/2021,Brasileiro Feminino - Sub-16,164,2021-06-28,CT do Sorocaba 1,SP,Sorocaba,08:30:00,1016,28/06/2021,7,sim,0 X 6  ,2,São José Ec,SP,Santos Fc,SP,"href=""https://conteudo.cbf.com.br/sumulas/2021/16410167b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/16410167rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/16410167se.pdf"""
28/06/2021,Brasileiro Feminino - Sub-16,164,2021-06-28,CT do Sorocaba 2,SP,Sorocaba,08:30:00,1016,28/06/2021,8,sim,0 X 3  ,2,Vitória,BA,Minas Brasilia,DF,"href=""https://conteudo.cbf.com.br/sumulas/2021/16410168b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/16410168rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/16410168se.pdf"""
28/06/2021,Brasileiro Feminino - Sub-16,164,2021-06-28,CT do Sorocaba 1,SP,Sorocaba,10:30:00,1016,28/06/2021,9,sim,0 X 3  ,2,Avaí-kindermann,SC,Ferroviária,SP,"href=""https://conteudo.cbf.com.br/sumulas/2021/16410169b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/16410169rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/16410169se.pdf"""
28/06/2021,Brasileiro Feminino - Sub-16,164,2021-06-28,CT do Sorocaba 2,SP,Sorocaba,10:30:00,1016,28/06/2021,10,sim,1 X 1  ,2,Corinthians,SP,São Paulo,SP,"href=""https://conteudo.cbf.com.br/sumulas/2021/164101610b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/164101610rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/164101610se.pdf"""
28/06/2021,Brasileiro Feminino - Sub-16,164,2021-06-28,CT do Sorocaba 1,SP,Sorocaba,15:00:00,1016,28/06/2021,11,sim,0 X 0  ,2,Grêmio,RS,Iranduba,AM,"href=""https://conteudo.cbf.com.br/sumulas/2021/164101611b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/164101611rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/164101611se.pdf"""
28/06/2021,Brasileiro Feminino - Sub-16,164,2021-06-28,CT do Sorocaba 2,SP,Sorocaba,15:00:00,1016,28/06/2021,12,sim,2 X 3  ,2,Audax,SP,Internacional,RS,"href=""https://conteudo.cbf.com.br/sumulas/2021/164101612b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/164101612rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/164101612se.pdf"""
26/06/2021,Brasileiro Feminino - Sub-16,164,2021-06-26,CT do Sorocaba 1,SP,Sorocaba,08:30:00,1016,26/06/2021,1,sim,1 X 0  ,1,Internacional,RS,Grêmio,RS,"href=""https://conteudo.cbf.com.br/sumulas/2021/16410161b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/16410161rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/16410161se.pdf"""
26/06/2021,Brasileiro Feminino - Sub-16,164,2021-06-26,CT do Sorocaba 2,SP,Sorocaba,08:30:00,1016,26/06/2021,2,sim,1 X 1  ,1,Iranduba,AM,Audax,SP,"href=""https://conteudo.cbf.com.br/sumulas/2021/16410162b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/16410162rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/16410162se.pdf"""
26/06/2021,Brasileiro Feminino - Sub-16,164,2021-06-26,CT do Sorocaba 1,SP,Sorocaba,10:30:00,1016,26/06/2021,3,sim,4 X 1  ,1,Minas Brasilia,DF,São José Ec,SP,"href=""https://conteudo.cbf.com.br/sumulas/2021/16410163b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/16410163rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/16410163se.pdf"""
26/06/2021,Brasileiro Feminino - Sub-16,164,2021-06-26,CT do Sorocaba 2,SP,Sorocaba,10:30:00,1016,26/06/2021,4,sim,7 X 0  ,1,Santos Fc,SP,Vitória,BA,"href=""https://conteudo.cbf.com.br/sumulas/2021/16410164b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/16410164rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/16410164se.pdf"""
26/06/2021,Brasileiro Feminino - Sub-16,164,2021-06-26,CT do Sorocaba 1,SP,Sorocaba,15:00:00,1016,26/06/2021,5,sim,8 X 0  ,1,São Paulo,SP,Avaí-kindermann,SC,"href=""https://conteudo.cbf.com.br/sumulas/2021/16410165b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/16410165rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/16410165se.pdf"""
26/06/2021,Brasileiro Feminino - Sub-16,164,2021-06-26,CT do Sorocaba 2,SP,Sorocaba,15:00:00,1016,26/06/2021,6,sim,0 X 1  ,1,Ferroviária,SP,Corinthians,SP,"href=""https://conteudo.cbf.com.br/sumulas/2021/16410166b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/16410166rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/16410166se.pdf"""
02/07/2021,Brasileiro Feminino - Sub-16,164,2021-07-02,Walter Ribeiro,SP,Sorocaba,15:00:00,1016,02/07/2021,19,sim,0 X 0  ,1,Minas Brasilia,DF,Corinthians,SP,"href=""https://conteudo.cbf.com.br/sumulas/2021/164101619b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/164101619rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/164101619se.pdf"""
02/07/2021,Brasileiro Feminino - Sub-16,164,2021-07-02,Walter Ribeiro,SP,Sorocaba,11:00:00,1016,02/07/2021,20,sim,2 X 2  ,1,Internacional,RS,São Paulo,SP,"href=""https://conteudo.cbf.com.br/sumulas/2021/164101620b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/164101620rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/164101620se.pdf"""
04/07/2021,Brasileiro Feminino - Sub-16,164,2021-07-04,Walter Ribeiro,SP,Sorocaba,15:00:00,1016,04/07/2021,21,sim,0 X 0  ,1,Minas Brasilia,DF,São Paulo,SP,"href=""https://conteudo.cbf.com.br/sumulas/2021/164101621b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/164101621rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/164101621se.pdf"""
04/07/2021,Brasileiro Feminino - Sub-16,164,2021-07-04,Walter Ribeiro,SP,Sorocaba,11:00:00,1016,04/07/2021,22,sim,1 X 1  ,1,Internacional,RS,Corinthians,SP,"href=""https://conteudo.cbf.com.br/sumulas/2021/164101622b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/164101622rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/164101622se.pdf"""
14/07/2021,Brasileiro Feminino - Sub-18,165,2021-07-14,CT do Sorocaba 1,SP,Sorocaba,08:00:00,1016,14/07/2021,49,sim,3 X 0  ,5,Internacional,RS,Athletico Paranaense,PR,"href=""https://conteudo.cbf.com.br/sumulas/2021/165101649b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101649rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101649se.pdf"""
14/07/2021,Brasileiro Feminino - Sub-18,165,2021-07-14,CT do Sorocaba 2,SP,Sorocaba,08:00:00,1016,14/07/2021,50,sim,0 X 0  ,5,America,MG,Sport,PE,"href=""https://conteudo.cbf.com.br/sumulas/2021/165101650b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101650rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101650se.pdf"""
14/07/2021,Brasileiro Feminino - Sub-18,165,2021-07-14,CT do Sorocaba 1,SP,Sorocaba,10:30:00,1016,14/07/2021,51,sim,3 X 0  ,5,São Paulo,SP,Iranduba,AM,"href=""https://conteudo.cbf.com.br/sumulas/2021/165101651b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101651rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101651se.pdf"""
14/07/2021,Brasileiro Feminino - Sub-18,165,2021-07-14,CT do Sorocaba 2,SP,Sorocaba,10:30:00,1016,14/07/2021,52,sim,3 X 1  ,5,Grêmio,RS,Vitória,BA,"href=""https://conteudo.cbf.com.br/sumulas/2021/165101652b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101652rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101652se.pdf"""
14/07/2021,Brasileiro Feminino - Sub-18,165,2021-07-14,CT do Sorocaba 1,SP,Sorocaba,15:30:00,1016,14/07/2021,53,sim,1 X 0  ,5,Fluminense,RJ,Minas Brasilia,DF,"href=""https://conteudo.cbf.com.br/sumulas/2021/165101653b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101653rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101653se.pdf"""
14/07/2021,Brasileiro Feminino - Sub-18,165,2021-07-14,CT do Sorocaba 2,SP,Sorocaba,15:30:00,1016,14/07/2021,54,sim,0 X 5  ,5,Cuiabá Saf,MT,Flamengo,RJ,"href=""https://conteudo.cbf.com.br/sumulas/2021/165101654b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101654rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101654se.pdf"""
15/07/2021,Brasileiro Feminino - Sub-18,165,2021-07-15,CT do Sorocaba 1,SP,Sorocaba,08:00:00,1016,15/07/2021,55,sim,6 X 0  ,5,Ferroviária,SP,Juventude,RS,"href=""https://conteudo.cbf.com.br/sumulas/2021/165101655b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101655rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101655se.pdf"""
15/07/2021,Brasileiro Feminino - Sub-18,165,2021-07-15,CT do Sorocaba 2,SP,Sorocaba,08:00:00,1016,15/07/2021,56,sim,1 X 3  ,5,Atlético,GO,Chapecoense,SC,"href=""https://conteudo.cbf.com.br/sumulas/2021/165101656b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101656rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101656se.pdf"""
15/07/2021,Brasileiro Feminino - Sub-18,165,2021-07-15,CT do Sorocaba 1,SP,Sorocaba,10:30:00,1016,15/07/2021,57,sim,1 X 5  ,5,Avaí-kindermann,SC,Esporte Clube Bahia,BA,"href=""https://conteudo.cbf.com.br/sumulas/2021/165101657b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101657rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101657se.pdf"""
15/07/2021,Brasileiro Feminino - Sub-18,165,2021-07-15,CT do Sorocaba 2,SP,Sorocaba,10:30:00,1016,15/07/2021,58,sim,1 X 1  ,5,Corinthians,SP,Fortaleza,CE,"href=""https://conteudo.cbf.com.br/sumulas/2021/165101658b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101658rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101658se.pdf"""
15/07/2021,Brasileiro Feminino - Sub-18,165,2021-07-15,CT do Sorocaba 1,SP,Sorocaba,15:30:00,1016,15/07/2021,59,sim,3 X 0  ,5,Santos Fc,SP,Audax,SP,"href=""https://conteudo.cbf.com.br/sumulas/2021/165101659b.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101659rdj.pdf""","href=""https://conteudo.cbf.com.br/sumulas/2021/165101659se.pdf"""
